Aspalt(for bike) Accelerrated vel,,,,,
TIME,delta,Vel(km/h),Acc x (m/s^2),Acc y (m/s^2),Acc z (m/s^2)
127583,118,15.25,-0.35,2.16,11.53
127587,118,15.25,0.35,2.28,13.61
127590,118,15.25,-0.2,5.73,11.41
127594,118,15.25,-1.84,6.47,10.75
127598,118,15.25,-1.45,3.57,10.08
127602,118,15.25,-0.51,6.28,7.14
127606,118,15.25,-0.51,7.02,1.1
127610,118,15.25,-0.08,3.84,6.79
127613,118,15.25,0.08,4.08,7.65
127618,118,15.25,1.29,2.43,11.41
127622,118,15.25,1.22,0.94,12.87
127626,118,15.25,-0.16,2.94,11.57
127630,118,15.25,-0.16,3.73,15.53
127634,118,15.25,-0.24,5.49,12.28
127638,118,15.25,0.12,4,11.89
127642,118,15.25,-1.41,7.81,8.04
127645,106,16.98,-2,7.41,6.16
127649,106,16.98,-0.67,7.37,6.59
127653,106,16.98,-0.51,7.22,5.69
127657,106,16.98,-1.37,8.55,7.14
127662,106,16.98,-0.9,4.2,7.41
127666,106,16.98,-1.14,4.59,12.79
127669,106,16.98,-1.14,3.3,16.32
127673,106,16.98,0.75,4.63,13.53
127677,106,16.98,0.67,5.53,10
127681,106,16.98,1.22,7.18,9.18
127685,106,16.98,0.59,6.94,9.45
127689,106,16.98,-0.2,6.55,8.71
127692,106,16.98,1.18,5.22,12.63
127696,106,16.98,1.37,7.41,10.59
127700,106,16.98,0.63,2.47,13.38
127705,106,16.98,1.14,6.43,11.3
127709,106,16.98,0.9,3.73,7.57
127713,106,16.98,0,5.88,-0.04
127717,106,16.98,-0.47,6.98,4.75
127720,106,16.98,-0.59,7.49,5.14
127724,106,16.98,0.31,5.65,3.92
127728,106,16.98,1.02,7.1,7.41
127732,106,16.98,1.88,6.39,7.92
127736,106,16.98,-0.12,8.75,6.43
127739,106,16.98,-0.67,6.98,5.69
127744,106,16.98,0.71,8.36,5.92
127748,106,16.98,0.47,9.96,4.16
127752,106,16.98,-0.59,6.35,6.75
127756,106,16.98,1.22,3.57,10.2
127760,115,15.65,1.61,-0.47,15.61
127764,115,15.65,2.86,-1.96,18.75
127767,115,15.65,2.94,5.02,13.93
127771,115,15.65,0.98,7.45,9.96
127775,115,15.65,0.51,6.2,10
127779,115,15.65,-0.04,5.96,7.41
127783,115,15.65,0.35,5.22,11.34
127788,115,15.65,1.06,3.53,10.9
127792,115,15.65,1.53,3.26,12.67
127795,115,15.65,1.14,5.18,8.79
127799,115,15.65,1.37,3.65,4.51
127803,115,15.65,-0.75,6.55,6.28
127807,115,15.65,0.16,5.57,5.26
127811,115,15.65,0.12,6.16,6.35
127815,115,15.65,1.69,4.98,10.43
127818,115,15.65,0.67,7.02,11.1
127822,115,15.65,1.69,6.9,11.81
127826,115,15.65,1.53,6.63,10.36
127831,115,15.65,1.37,3.14,9.92
127835,115,15.65,1.8,2.04,8.71
127839,115,15.65,1.61,3.84,8
127842,115,15.65,2.16,2.2,11.77
127846,115,15.65,1.8,8.94,13.22
127850,115,15.65,2.51,7.92,14.98
127854,115,15.65,1.33,1.06,16.67
127858,115,15.65,0.59,1.77,15.57
127862,115,15.65,0.35,6.83,16.28
127866,106,16.98,0.47,13.42,7.88
127870,106,16.98,-0.55,13.42,5.61
127875,106,16.98,-0.08,7.69,8.12
127878,106,16.98,-0.08,6.04,9.41
127882,106,16.98,0.12,4.2,13.22
127886,106,16.98,0.47,6.94,10.98
127890,106,16.98,1.22,6.35,8.36
127894,106,16.98,1.1,5.06,6.08
127898,106,16.98,0.94,6.32,9.22
127901,106,16.98,0.47,10.87,8.55
127905,106,16.98,1.92,10.55,5.96
127909,106,16.98,3.45,10.87,10.28
127913,106,16.98,2.71,8.98,8.24
127918,106,16.98,1.65,9.3,7.77
127922,106,16.98,0.98,10.32,6.47
127926,106,16.98,1.57,9.45,5.96
127929,106,16.98,2.16,7.69,5.77
127933,106,16.98,2.51,3.69,5.81
127937,106,16.98,3.1,2.94,6.71
127941,106,16.98,2.82,7.49,3.77
127945,106,16.98,4.04,3.02,2
127948,106,16.98,2.98,4.98,4.98
127952,106,16.98,2,1.53,5.45
127956,106,16.98,0.9,0.78,7.3
127961,106,16.98,1.77,-0.67,8.51
127965,106,16.98,2.55,0.55,10.04
127969,106,16.98,1.92,2.98,9.77
127972,106,16.98,1.77,4.55,8.51
127976,106,16.98,0.78,6.63,10.9
127980,106,16.98,1.88,2.9,14.59
127984,106,16.98,2.43,3.96,15.42
127988,122,14.75,0.67,7.73,10.94
127992,122,14.75,2.63,8.24,10.36
127996,122,14.75,0.08,4.98,9.96
128000,122,14.75,1.14,12.28,6.94
128004,122,14.75,-0.43,8.87,7.18
128008,122,14.75,0.55,6.2,10.71
128012,122,14.75,2.24,4.79,9.61
128016,122,14.75,2.31,3.18,9.41
128020,122,14.75,2.08,2.39,9.34
128023,122,14.75,0.63,3.02,8.08
128027,122,14.75,1.69,6.75,6.86
128031,122,14.75,-0.12,8.16,10.55
128035,122,14.75,0.67,1.45,10.47
128039,122,14.75,1.29,4.31,12.12
128044,122,14.75,2.51,11.3,9.49
128048,122,14.75,1.26,13.18,7.02
128051,122,14.75,-0.71,9.77,4.86
128055,122,14.75,0.98,6.47,1.37
128059,122,14.75,0.82,8.16,-2.86
128063,122,14.75,1.18,9.1,-4.04
128067,122,14.75,1.02,7.18,-2.67
128071,122,14.75,1.8,-0.08,11.81
128074,122,14.75,2.75,-2.67,20.71
128078,122,14.75,1.53,-4.47,39.19
128082,122,14.75,4.86,-3.73,43.31
128087,122,14.75,4.43,4.55,31.07
128091,103,17.48,0.98,9.85,8.55
128095,103,17.48,1.18,13.1,8.59
128099,103,17.48,-3.26,11.41,15.49
128103,103,17.48,-2.43,6.59,7.69
128106,103,17.48,-0.12,10.59,10
128110,103,17.48,2.9,5.84,8.83
128114,103,17.48,0.59,2.67,9.38
128118,103,17.48,2.08,3.57,6.43
128122,103,17.48,0.59,1.8,2.67
128126,103,17.48,0.04,3.53,0.2
128130,103,17.48,-0.86,3.57,2.04
128134,103,17.48,0.51,3.45,4.94
128138,103,17.48,4.79,-0.86,9.85
128142,103,17.48,4.04,-1.57,13.42
128146,103,17.48,3.77,2.24,14.63
128150,103,17.48,1.92,2.35,19.26
128153,103,17.48,0.94,5.45,15.57
128157,103,17.48,-1.02,-1.45,15.34
128161,103,17.48,0.78,-1.02,14.16
128165,103,17.48,1.88,1.41,9.02
128169,103,17.48,1.06,6.35,7.1
128174,103,17.48,0.39,5.92,9.49
128178,103,17.48,1.33,5.41,12.55
128181,103,17.48,2.08,6,13.1
128185,103,17.48,0.9,5.81,12.51
128189,103,17.48,1.84,4.67,13.14
128193,103,17.48,2.28,6.9,6.86
128197,103,17.48,1.65,6.28,8.24
128201,110,16.36,2.55,7.88,8.59
128205,110,16.36,1.73,7.3,6.32
128208,110,16.36,4.35,8.16,6
128212,110,16.36,3.8,7.3,7.73
128217,110,16.36,3.06,7.69,9.02
128221,110,16.36,6.55,8.12,6.9
128225,110,16.36,1.14,5.33,10.12
128228,110,16.36,1.49,6.75,10.36
128232,110,16.36,1.84,4.39,9.45
128236,110,16.36,2.35,5.22,7.02
128240,110,16.36,2,5.73,3.14
128244,110,16.36,2.43,5.1,0.94
128248,110,16.36,1.65,7.14,1.18
128251,110,16.36,1.37,5.65,2.79
128256,110,16.36,1.49,6.16,5.1
128260,110,16.36,1.22,6.67,6.47
128264,110,16.36,1.45,4.9,8.98
128268,110,16.36,1.49,4.63,11.06
128272,110,16.36,-0.08,1.18,14.47
128275,110,16.36,-0.82,0.24,15.3
128279,110,16.36,-0.24,0.12,12.24
128283,110,16.36,-1.02,1.41,11.73
128287,110,16.36,-1.41,-2.39,13.96
128291,110,16.36,-0.94,1.84,8.51
128295,110,16.36,0,1.14,8.87
128300,110,16.36,1.02,13.57,1.77
128303,102,17.65,1.33,23.77,0.59
128307,102,17.65,2.82,21.77,7.61
128311,102,17.65,1.61,19.65,9.85
128315,102,17.65,0.55,13.61,20.12
128319,102,17.65,-1.1,1.14,27.03
128323,102,17.65,-2.43,-14.28,27.5
128327,102,17.65,0.75,-13.49,23.61
128331,102,17.65,2,-6.43,5.14
128335,102,17.65,7.85,1.33,-5.77
128338,102,17.65,5.18,6.86,-2.75
128343,102,17.65,3.69,7.1,1.33
128347,102,17.65,3.1,-1.41,5.81
128351,102,17.65,2.28,-1.96,11.3
128355,102,17.65,1.61,-0.12,15.81
128359,102,17.65,0.98,3.77,14.51
128363,102,17.65,0.82,9.1,13.02
128366,102,17.65,2.79,11.53,12.36
128370,102,17.65,0.94,4.39,9.96
128374,102,17.65,0.24,1.41,8.79
128378,102,17.65,0.94,1.69,7.88
128382,102,17.65,1.69,0.59,8.16
128387,102,17.65,1.96,5.41,8.08
128390,102,17.65,0.04,5.26,10.55
128394,102,17.65,0.35,8.04,11.89
128398,102,17.65,-0.82,5.88,11.02
128402,102,17.65,0.39,6.16,9.53
128406,102,17.65,0.71,7.88,6.63
128410,102,17.65,-0.08,5.53,8.79
128413,102,17.65,0.78,5.3,7.41
128417,102,17.65,1.84,3.77,10.08
128421,118,15.25,-0.35,7.45,7.14
128425,118,15.25,-0.98,4.63,7.02
128430,118,15.25,-0.94,6.35,5.92
128434,118,15.25,-1.33,2.55,7.14
128437,118,15.25,0.39,8.63,7.26
128441,118,15.25,-0.75,7.41,8.12
128445,118,15.25,0.39,7.61,9.73
128449,118,15.25,-0.75,7.53,9.22
128453,118,15.25,-0.71,8.36,6.94
128457,118,15.25,0.12,5.33,4.12
128460,118,15.25,-0.12,5.65,1.61
128464,118,15.25,0.71,5.77,4.71
128468,118,15.25,0.39,4.31,5.77
128473,118,15.25,0.78,4.98,6.9
128477,118,15.25,0.82,3.61,16.44
128481,118,15.25,1.22,2.82,22.79
128484,118,15.25,0.51,3.49,33.26
128488,118,15.25,1.18,3.33,30.95
128492,118,15.25,0.86,9.1,17.97
128496,118,15.25,-0.86,11.3,7.85
128500,118,15.25,-0.75,18.75,0.43
128504,118,15.25,0.63,13.34,-1.26
128508,118,15.25,1.65,9.89,1.14
128513,118,15.25,1.8,6.75,9.81
128516,118,15.25,2.12,4.35,12.79
128520,99,18.18,1.06,7.18,7.22
128524,99,18.18,2.08,3.45,10.94
128528,99,18.18,1.77,7.06,5.96
128532,99,18.18,2.59,4.67,2.82
128535,99,18.18,2.35,15.06,-3.53
128539,99,18.18,1.57,13.49,-3.02
128543,99,18.18,0.59,8.87,3.77
128547,99,18.18,-0.59,5.3,5.92
128551,99,18.18,1.37,7.37,6.51
128555,99,18.18,2.08,-4.86,12.55
128559,99,18.18,1.92,-1.1,13.49
128563,99,18.18,2.82,3.69,12.04
128567,99,18.18,1.22,1.57,11.81
128571,99,18.18,0.94,-0.55,13.65
128574,99,18.18,-2.51,-0.27,16.51
128578,99,18.18,0.2,5.37,14.44
128582,99,18.18,1.65,5.65,15.02
128586,99,18.18,0.67,5.96,13.14
128590,99,18.18,0.94,7.37,11.53
128594,99,18.18,1.37,7.18,11.1
128598,99,18.18,2.31,6.2,10.79
128602,99,18.18,2.98,4.39,7.41
128606,99,18.18,1.18,5.45,10.36
128610,99,18.18,1.02,2.39,11.34
128614,99,18.18,0.86,6.9,11.77
128618,99,18.18,-0.04,6.51,13.45
128621,99,18.18,1.53,3.73,11.49
128625,105,17.14,0.43,2.63,12.08
128629,105,17.14,1.41,4.31,13.85
128633,105,17.14,0.71,5.69,9.34
128637,105,17.14,1.14,6.32,6.24
128642,105,17.14,1.18,9.02,4.86
128645,105,17.14,1.96,2.24,4.67
128649,105,17.14,1.69,4.47,1.33
128653,105,17.14,-0.31,9.26,2.98
128657,105,17.14,-0.71,6,7.77
128661,105,17.14,-1.22,2.63,13.3
128665,105,17.14,-0.31,3.69,13.45
128668,105,17.14,-1.29,1.1,15.93
128672,105,17.14,-0.63,2.2,12.16
128676,105,17.14,-0.63,3.92,12.36
128680,105,17.14,0.75,6.59,8.63
128685,105,17.14,-1.06,2.59,3.84
128689,105,17.14,0.63,5.88,-2.75
128693,105,17.14,1.88,11.73,-1.96
128696,105,17.14,1.84,11.96,0.35
128700,105,17.14,4.67,14.24,6
128704,105,17.14,-0.2,2.98,15.42
128708,105,17.14,0.78,0.47,18.95
128712,105,17.14,3.06,-4.28,23.03
128716,105,17.14,2.98,-2.28,21.18
128720,105,17.14,3.37,1.02,17.46
128724,105,17.14,2.9,1.14,10.4
128728,103,17.48,2.63,4.35,8.43
128732,103,17.48,2.24,6.2,8.32
128736,103,17.48,0.98,3.1,13.69
128740,103,17.48,1.69,3.3,13.3
128744,103,17.48,0.27,1.53,15.14
128748,103,17.48,-0.59,0.31,14.83
128752,103,17.48,-0.59,3.06,15.26
128755,103,17.48,-1.1,7.06,12.2
128759,103,17.48,-1.45,9.81,11.92
128763,103,17.48,-3.53,9.73,13.1
128768,103,17.48,-0.51,4.47,14
128772,103,17.48,0.67,6.98,11.65
128776,103,17.48,0.55,4.79,6.12
128780,103,17.48,0.67,5.02,2.82
128783,103,17.48,-0.67,4.28,6.75
128787,103,17.48,-1.69,4.79,5.33
128791,103,17.48,-1.53,4.16,6.28
128795,103,17.48,-0.67,7.85,5.3
128799,103,17.48,-0.98,8.71,4.67
128803,103,17.48,0.2,8.28,3.37
128806,103,17.48,0.82,11.22,3.33
128811,103,17.48,1.02,8.36,2.67
128815,103,17.48,-1.06,2.71,7.61
128819,103,17.48,-0.04,2.86,3.26
128823,103,17.48,1.84,2.51,7.34
128827,103,17.48,1.84,1.45,7.06
128830,103,17.48,2.12,3.65,8.28
128834,103,17.48,0.16,2.51,11.26
128838,103,17.48,2.39,3.84,10.43
128842,114,15.79,3.33,8,11.61
128846,114,15.79,3.57,7.37,12.28
128850,114,15.79,3.53,3.61,15.14
128855,114,15.79,3.3,-0.31,15.34
128858,114,15.79,3.77,0.16,14.32
128862,114,15.79,2.79,2.59,11.61
128866,114,15.79,1.73,1.53,7.92
128870,114,15.79,2.12,3.61,5.57
128874,114,15.79,0.24,6.9,8.94
128878,114,15.79,1.18,8.87,1.45
128881,114,15.79,0.16,7.34,2.98
128885,114,15.79,0.27,8.43,5.33
128889,114,15.79,0.04,7.14,8.79
128893,114,15.79,1.65,3.26,10.08
128898,114,15.79,2.63,1.02,13.77
128902,114,15.79,0.08,2.79,15.85
128906,114,15.79,0,-0.43,10.94
128909,114,15.79,-0.51,7.14,9.1
128913,114,15.79,0.78,9.22,3.77
128917,114,15.79,0.43,8.75,0.9
128921,114,15.79,1.14,8.59,0.82
128925,114,15.79,0.82,7.57,2.12
128928,114,15.79,0,4.24,11.18
128932,114,15.79,0.24,6.43,15.38
128936,94,19.15,1.06,5.92,16.55
128941,94,19.15,2.12,5.22,18.44
128945,94,19.15,2.28,5.02,17.22
128949,94,19.15,1.29,6.9,16.59
128952,94,19.15,1.14,13.34,12.36
128956,94,19.15,0.16,9.81,10.94
128960,94,19.15,2.12,10.83,7.61
128964,94,19.15,1.61,11.77,7.61
128968,94,19.15,1.84,6.39,6.83
128972,94,19.15,1.41,7.61,5.3
128975,94,19.15,1.84,2.55,6
128979,94,19.15,2.75,3.3,5.37
128984,94,19.15,1.06,6.08,7.69
128988,94,19.15,2.16,5.26,9.57
128991,94,19.15,2.12,2.67,6.47
128995,94,19.15,2.79,4.39,7.3
128999,94,19.15,1.37,1.06,14.08
129003,94,19.15,1.18,1.1,15.42
129007,94,19.15,0.2,3.8,14.47
129010,94,19.15,0.43,2.63,14.47
129014,94,19.15,0.59,3.3,16.55
129018,94,19.15,0.55,4.24,15.77
129022,94,19.15,1.18,4.51,14.51
129027,94,19.15,0.67,5.84,10.16
129031,94,19.15,1.69,7.18,9.02
129034,94,19.15,-0.31,6.83,6.12
129038,94,19.15,-0.16,6.94,1.69
129042,94,19.15,0.35,5.57,1.22
129046,110,16.36,-0.27,5.06,2.79
129050,110,16.36,-0.31,4.12,1.33
129053,110,16.36,-0.24,6.24,4.75
129057,110,16.36,0.67,1.8,11.3
129061,110,16.36,0.27,4.71,13.18
129065,110,16.36,1.49,3.77,14.44
129070,110,16.36,1.22,8.55,9.77
129074,110,16.36,0.67,8.51,10.75
129078,110,16.36,1.61,8.83,7.14
129081,110,16.36,-0.71,8.55,8.87
129085,110,16.36,0.47,9.06,11.14
129089,110,16.36,1.06,7.34,12.98
129093,110,16.36,0.9,4.55,12.83
129097,110,16.36,1.77,5.53,11.96
129101,110,16.36,1.84,5.61,8.79
129104,110,16.36,2.04,8.16,5.96
129108,110,16.36,2.08,9.81,5.45
129113,110,16.36,2.39,9.96,1.77
129117,110,16.36,2.39,9.65,0.47
129121,110,16.36,2.39,8.79,1.14
129125,110,16.36,3.26,3.92,4.2
129128,110,16.36,2.98,2.04,8.98
129132,110,16.36,2.98,-0.04,9.45
129136,110,16.36,3.18,-0.24,13.65
129140,110,16.36,1.77,1.14,14.91
129144,98,18.37,2.39,7.57,10.04
129148,98,18.37,2.35,10.36,7.88
129152,98,18.37,3.06,13.96,5.06
129156,98,18.37,2.67,14.67,8.04
129160,98,18.37,3.02,14.04,6.86
129164,98,18.37,2.51,11.92,7.88
129168,98,18.37,1.18,0.04,17.42
129172,98,18.37,0.71,-9.69,22.16
129175,98,18.37,2.31,-12.12,18.63
129179,98,18.37,3.18,-6.2,10.9
129183,98,18.37,2.9,7.77,5.33
129187,98,18.37,0.39,5.26,0.63
129191,98,18.37,0.16,-0.59,0.71
129195,98,18.37,-0.35,1.88,3.88
129199,98,18.37,-0.04,-0.9,5.96
129203,98,18.37,2,1.33,11.89
129207,98,18.37,3.06,1.41,17.53
129211,98,18.37,3.14,3.14,20.01
129214,98,18.37,-2.55,6.51,16.75
129218,98,18.37,0.82,8.36,16.83
129222,98,18.37,-0.04,2.16,15.38
129226,98,18.37,1.26,8.94,4
129230,98,18.37,0.71,5.1,1.96
129233,98,18.37,0.86,6.24,6.71
129238,98,18.37,-0.27,4.9,10.59
129242,98,18.37,-0.2,5.18,10.98
129246,98,18.37,-1.53,1.61,10.04
129250,98,18.37,-0.59,-1.84,11.77
129254,98,18.37,1.22,1.41,5.77
129257,113,15.93,1.45,0.39,0.27
129261,113,15.93,1.41,7.37,0.2
129265,113,15.93,0.08,2.16,13.26
129269,113,15.93,1.88,-1.37,19.97
129273,113,15.93,2.08,-2.39,24.67
129277,113,15.93,4.67,1.06,21.93
129281,113,15.93,3.73,5.92,11.26
129285,113,15.93,2.2,13.14,3.77
129289,113,15.93,1.73,11.26,2.16
129293,113,15.93,1.49,7.34,4.71
129297,113,15.93,3.45,7.81,10.24
129301,113,15.93,2.24,2.86,14.83
129305,113,15.93,2.94,2.28,10.24
129309,113,15.93,2.51,5.77,3.33
129312,113,15.93,2.43,3.77,8.24
129316,113,15.93,1.8,4.35,10.08
129320,113,15.93,2.04,3.49,15.53
129325,113,15.93,2.28,2.08,15.22
129329,113,15.93,1.65,3.3,14.16
129333,113,15.93,1.14,10.28,7.02
129337,113,15.93,0.43,8.28,5.73
129340,113,15.93,1.02,10.43,6.08
129344,113,15.93,1.18,6.12,5.18
129348,113,15.93,0.9,4.98,7.57
129352,95,18.95,1.77,6.12,9.34
129356,95,18.95,0.39,4.94,10.47
129360,95,18.95,1.26,6.51,10.16
129363,95,18.95,0.47,6.71,10.9
129368,95,18.95,1.22,5.81,10.36
129372,95,18.95,0.98,6.55,10.43
129376,95,18.95,1.29,7.65,8.24
129380,95,18.95,0.59,9.85,4.67
129383,95,18.95,0.31,6,6.75
129387,95,18.95,-0.67,5.02,7.14
129391,95,18.95,-0.51,4.71,3.33
129395,95,18.95,0.51,3.06,7.06
129398,95,18.95,-1.02,2.47,9.81
129402,95,18.95,-0.04,1.73,5.14
129406,95,18.95,0.86,-0.35,7.37
129411,95,18.95,1.02,6.83,4
129415,95,18.95,1.26,6.67,4.16
129418,95,18.95,2.24,11.02,4.08
129422,95,18.95,2.2,7.1,8.16
129426,95,18.95,2.59,3.84,16.04
129430,95,18.95,2.2,4.79,15.93
129434,95,18.95,0.86,3.26,11.02
129437,95,18.95,0.86,0.39,10.79
129441,95,18.95,1.41,-1.06,10.28
129445,95,18.95,1.22,2.9,9.77
129449,95,18.95,0.86,2.16,12.51
129454,102,17.65,-0.12,1.69,14.12
129458,102,17.65,0.04,0.51,14.87
129461,102,17.65,0.27,4.67,10.08
129465,102,17.65,1.26,2.35,10.08
129469,102,17.65,0.12,-0.82,10.16
129473,102,17.65,0.75,5.65,11.92
129477,102,17.65,1.41,8.63,6.83
129481,102,17.65,1.61,10.4,6.51
129485,102,17.65,2.35,8.24,11.96
129488,102,17.65,1.65,9.41,11.57
129492,102,17.65,1.33,5.3,13.38
129497,102,17.65,0.24,2.16,7.45
129501,102,17.65,0.98,4.43,7.18
129505,102,17.65,1.96,3.96,7.77
129509,102,17.65,2.82,4.24,8.87
129512,102,17.65,1.29,5.45,14.75
129516,102,17.65,-0.78,1.92,8.24
129520,102,17.65,-1.06,9.65,4.55
129524,102,17.65,-0.71,9.3,7.02
129528,102,17.65,0.04,2.43,14.4
129532,102,17.65,0.86,-0.55,19.81
129537,102,17.65,1.22,10.9,16
129540,102,17.65,1.8,6.79,13.69
129544,102,17.65,-1.14,7.92,11.73
129548,102,17.65,0.51,7.41,5.1
129552,98,18.37,1.88,5.61,0.71
129556,98,18.37,2.47,4.82,-0.31
129560,98,18.37,2.31,6.35,-0.51
129563,98,18.37,2.43,6.35,-2.31
129567,98,18.37,1.92,4.59,7.22
129571,98,18.37,0.98,3.1,16.24
129575,98,18.37,1.02,2.08,21.22
129580,98,18.37,0.98,2.2,20.67
129583,98,18.37,1.41,4.55,16.75
129587,98,18.37,2.24,5.65,9.38
129591,98,18.37,1.92,10.04,3.65
129595,98,18.37,0.98,9.77,5.26
129599,98,18.37,0.47,6.35,8.94
129602,98,18.37,1.69,4.75,14.55
129606,98,18.37,3.22,3.45,16.51
129610,98,18.37,3.18,6.94,14.79
129614,98,18.37,2.04,1.22,16.36
129618,98,18.37,1.65,7.53,13.26
129623,98,18.37,-0.27,10.24,14.71
129626,98,18.37,0.47,11.73,10.83
129630,98,18.37,0.78,14.47,5.49
129634,98,18.37,0.27,13.18,3.8
129638,98,18.37,3.02,7.81,9.22
129642,98,18.37,3.1,7.34,7.73
129645,98,18.37,2.9,9.73,4.39
129649,98,18.37,2.08,5.69,3.77
129653,98,18.37,-0.59,7.1,2.43
129657,105,17.14,0.04,6.2,5.33
129661,105,17.14,2.39,6.83,6.28
129665,105,17.14,1.1,5.53,8.55
129669,105,17.14,2.59,8.71,8.79
129673,105,17.14,0.31,4.39,11.61
129677,105,17.14,0.71,7.37,11.61
129681,105,17.14,1.14,7.06,13.65
129685,105,17.14,2.16,9.73,7.57
129689,105,17.14,4.55,12.71,-5.22
129692,105,17.14,3.06,9.96,-7.61
129696,105,17.14,3.61,1.88,0.35
129700,105,17.14,3.61,4.35,2.94
129704,105,17.14,3.37,0.47,5.49
129709,105,17.14,3.88,0.2,16.32
129713,105,17.14,2,-2.9,24.91
129716,105,17.14,2,2.39,19.57
129720,105,17.14,2.2,2.94,20.63
129724,105,17.14,3.73,10.67,19.02
129728,105,17.14,0.39,9.18,13.61
129732,105,17.14,2.55,8.55,9.57
129736,105,17.14,-1.61,8.39,10.75
129740,105,17.14,3.73,3.37,11.22
129744,87,20.69,2,2.82,14.16
129747,87,20.69,1.8,-4.08,13.69
129752,87,20.69,0.94,-3.45,8.28
129756,87,20.69,2.31,-3.33,16.95
129760,87,20.69,0.16,0.43,5.96
129764,87,20.69,-2.71,6.51,0.2
129767,87,20.69,-0.71,12.32,0.31
129771,87,20.69,-0.12,8.28,9.69
129775,87,20.69,0.04,5.65,6.79
129779,87,20.69,1.88,15.46,3.45
129783,87,20.69,-2.43,2.94,8.98
129786,87,20.69,5.84,-10.04,10.55
129790,87,20.69,-6,-1.53,10.28
129795,87,20.69,-2.35,0.67,10.51
129799,87,20.69,-2.79,4.9,9.34
129803,87,20.69,-1.06,10.24,6.39
129807,87,20.69,-0.82,10.12,3.3
129810,87,20.69,-1.45,8.83,12.94
129814,87,20.69,-0.16,7.41,19.69
129818,87,20.69,1.88,1.8,29.18
129822,87,20.69,3.45,-3.26,35.54
129826,87,20.69,5.37,8.51,25.18
129830,87,20.69,0.82,9.18,4.31
129833,87,20.69,1.65,12.71,-4
129838,87,20.69,0.12,7.57,-8.55
129842,87,20.69,1.65,4.12,-1.1
129846,102,17.65,3.88,-0.78,0.12
129850,102,17.65,1.57,2.35,-0.2
129853,102,17.65,0.27,1.45,10.59
129857,102,17.65,-0.43,2.55,5.96
129861,102,17.65,0.71,1.1,11.85
129865,102,17.65,0.31,1.69,21.38
129869,102,17.65,0.86,6.43,20.99
129873,102,17.65,0.86,9.14,18.87
129878,102,17.65,2.2,5.41,18.79
129881,102,17.65,2.28,5.26,12.32
129885,102,17.65,-3.22,19.42,5.49
129889,102,17.65,-0.04,7.45,1.18
129893,102,17.65,-1.8,4.43,7.65
129897,102,17.65,1.1,-2.9,4.08
129901,102,17.65,-2.43,1.18,0.24
129904,102,17.65,-0.12,1.06,5.77
129908,102,17.65,-1.02,8.94,0.59
129912,102,17.65,-2.35,14.79,3.65
129916,102,17.65,-1.41,12.4,6.2
129921,102,17.65,-2.08,13.1,6.51
129925,102,17.65,0.16,11.45,3.65
129929,102,17.65,-0.08,14.83,1.73
129933,102,17.65,0.47,10,6.2
129936,102,17.65,1.69,1.02,10.28
129940,94,19.15,2.08,-3.14,16.04
129944,94,19.15,2.28,0.67,11.65
129948,94,19.15,0.2,-5.81,16.67
129952,94,19.15,1.33,-1.8,16.36
129956,94,19.15,0.94,2.63,19.42
129959,94,19.15,2.59,8.59,14.71
129964,94,19.15,5.45,5.69,9.89
129968,94,19.15,3.88,3.41,4.55
129972,94,19.15,4.86,10.4,0.98
129976,94,19.15,2.43,3.53,4.12
129979,94,19.15,1.22,-0.82,10.24
129983,94,19.15,3.18,-0.35,15.57
129987,94,19.15,1.06,-1.29,16.44
129991,94,19.15,1.29,-0.82,15.49
129995,94,19.15,0.43,3.69,14.63
129999,94,19.15,1.84,8.2,11.45
130002,94,19.15,1.61,10.28,10
130007,94,19.15,1.73,11.41,11.89
130011,94,19.15,2,6.83,13.77
130015,94,19.15,1.57,9.02,13.02
130019,94,19.15,3.1,8.04,5.88
130023,94,19.15,3.41,8.98,7.26
130026,94,19.15,1.37,10.9,4.79
130030,94,19.15,1.8,5.49,5.69
130034,94,19.15,2.63,3.96,9.69
130038,94,19.15,3.02,1.26,10.47
130042,94,19.15,2.55,-6.16,12.43
130045,105,17.14,2.39,2.43,3.84
130050,105,17.14,1.77,7.49,-1.37
130054,105,17.14,1.22,13.85,-6.28
130058,105,17.14,-2.39,5.06,6.24
130062,105,17.14,-2.82,12.71,11.22
130066,105,17.14,-1.18,10.55,21.57
130070,105,17.14,0.31,10.83,25.97
130074,105,17.14,0.94,0.71,22.05
130077,105,17.14,2.16,12.28,14.67
130081,105,17.14,-0.51,9.92,4.47
130085,105,17.14,-0.98,8.87,7.53
130089,105,17.14,-1.29,-1.73,3.77
130094,105,17.14,3.18,2.12,5.49
130098,105,17.14,-0.59,3.49,6.16
130102,105,17.14,-0.08,6.59,5.45
130105,105,17.14,-1.33,2.9,11.85
130109,105,17.14,-0.16,7.41,10.47
130113,105,17.14,0.12,1.45,14
130117,105,17.14,1.8,8.39,10.71
130121,105,17.14,2.08,9.49,11.61
130125,105,17.14,2.63,7.18,12
130129,105,17.14,0.67,7.06,11.85
130132,87,20.69,-2.9,10.24,10.79
130137,87,20.69,1.06,5.02,9.53
130141,87,20.69,-0.27,1.69,8.59
130145,87,20.69,1.26,7.45,3.53
130149,87,20.69,0.55,4.67,5.65
130152,87,20.69,0.27,6.16,5.73
130156,87,20.69,2.51,7.41,10.4
